id_pelanggan,kota_kabupaten_pelanggan,provinsi_pelanggan
CUST007314,Bangka,Kepulauan Bangka Belitung
CUST007315,Kaur,Bengkulu
CUST007316,Natuna,Kepulauan Riau
CUST007317,Sawahlunto,Sumatera Barat
CUST007318,Muaro Jambi,Jambi
CUST007319,Batanghari,Jambi
CUST007320,Palembang,Sumatera Selatan
CUST007321,Pematangsiantar,Sumatera Utara
CUST007322,Bengkulu Utara,Bengkulu
CUST007323,Sawahlunto,Sumatera Barat
CUST007324,Lampung Timur,Lampung
CUST007325,Dumai,Riau
CUST007326,Bandar Lampung,Lampung
CUST007327,Padang,Sumatera Barat
CUST007328,Bengkulu Selatan,Bengkulu
CUST007329,Belitung,Kepulauan Bangka Belitung
CUST007330,Lampung Timur,Lampung
CUST007331,Binjai,Sumatera Utara
CUST007332,Sabang,Aceh
CUST007333,Langsa,Aceh
CUST007334,Binjai,Sumatera Utara
CUST007335,Belitung Timur,Kepulauan Bangka Belitung
CUST007336,Bangka Selatan,Kepulauan Bangka Belitung
CUST007337,Bengkulu Selatan,Bengkulu
CUST007338,Payakumbuh,Sumatera Barat
CUST007339,Bangka,Kepulauan Bangka Belitung
CUST007340,Jambi,Jambi
CUST007341,Ogan Komering Ilir,Sumatera Selatan
CUST007342,Lahat,Sumatera Selatan
CUST007343,Lingga,Kepulauan Riau
CUST007344,Tanjungbalai,Sumatera Utara
CUST007345,Banda Aceh,Aceh
CUST007346,Prabumulih,Sumatera Selatan
CUST007347,Kaur,Bengkulu
CUST007348,Lampung Timur,Lampung
CUST007349,Bengkulu Selatan,Bengkulu
CUST007350,Lampung Timur,Lampung
CUST007351,Solok,Sumatera Barat
CUST007352,Solok,Sumatera Barat
CUST007353,Lingga,Kepulauan Riau
CUST007354,Binjai,Sumatera Utara
CUST007355,Subulussalam,Aceh
CUST007356,Bintan,Kepulauan Riau
CUST007357,Lampung Selatan,Lampung
CUST007358,Prabumulih,Sumatera Selatan
CUST007359,Sawahlunto,Sumatera Barat
CUST007360,Bintan,Kepulauan Riau
CUST007361,Binjai,Sumatera Utara
CUST007362,Bungo,Jambi
CUST007363,Palembang,Sumatera Selatan
CUST007364,Lingga,Kepulauan Riau
CUST007365,Bangka Tengah,Kepulauan Bangka Belitung
CUST007366,Belitung Timur,Kepulauan Bangka Belitung
CUST007367,Bengkulu Selatan,Bengkulu
CUST007368,Prabumulih,Sumatera Selatan
CUST007369,Ogan Komering Ilir,Sumatera Selatan
CUST007370,Bukittinggi,Sumatera Barat
CUST007371,Langsa,Aceh
CUST007372,Bengkulu Utara,Bengkulu
CUST007373,Kerinci,Jambi
CUST007374,Bintan,Kepulauan Riau
CUST007375,Padangsidimpuan,Sumatera Utara
CUST007376,Sungai Penuh,Jambi
CUST007377,Padangsidimpuan,Sumatera Utara
CUST007378,Bungo,Jambi
CUST007379,Metro,Lampung
CUST007380,Padangpanjang,Sumatera Barat
CUST007381,Kerinci,Jambi
CUST007382,Binjai,Sumatera Utara
CUST007383,Sungai Penuh,Jambi
CUST007384,Binjai,Sumatera Utara
CUST007385,Belitung Timur,Kepulauan Bangka Belitung
CUST007386,Belitung Timur,Kepulauan Bangka Belitung
CUST007387,Padang,Sumatera Barat
CUST007388,Tanjungpinang,Kepulauan Riau
CUST007389,Bangka Tengah,Kepulauan Bangka Belitung
CUST007390,Pekanbaru,Riau
CUST007391,Lampung Utara,Lampung
CUST007392,Lhokseumawe,Aceh
CUST007393,Bengkalis,Riau
CUST007394,Karimun,Kepulauan Riau
CUST007395,Lampung Tengah,Lampung
CUST007396,Pariaman,Sumatera Barat
CUST007397,Lampung Barat,Lampung
CUST007398,Tanjungbalai,Sumatera Utara
CUST007399,Pematangsiantar,Sumatera Utara
CUST007400,Bengkulu Tengah,Bengkulu
CUST007401,Jambi,Jambi
CUST007402,Padangpanjang,Sumatera Barat
CUST007403,Padangsidimpuan,Sumatera Utara
CUST007404,Tanjungbalai,Sumatera Utara
CUST007405,Kampar,Riau
CUST007406,Padangsidimpuan,Sumatera Utara
CUST007407,Sawahlunto,Sumatera Barat
CUST007408,Pagar Alam,Sumatera Selatan
CUST007409,Lampung Timur,Lampung
CUST007410,Belitung,Kepulauan Bangka Belitung
CUST007411,Tanjungbalai,Sumatera Utara
CUST007412,Palembang,Sumatera Selatan
CUST007413,Bengkulu,Bengkulu
CUST007414,Bangka Barat,Kepulauan Bangka Belitung
CUST007415,Pelalawan,Riau
CUST007416,Belitung,Kepulauan Bangka Belitung
CUST007417,Banda Aceh,Aceh
CUST007418,Dumai,Riau
CUST007419,Karimun,Kepulauan Riau
CUST007420,Kampar,Riau
CUST007421,Bengkalis,Riau
CUST007422,Metro,Lampung
CUST007423,Lampung Utara,Lampung
CUST007424,Solok,Sumatera Barat
CUST007425,Lampung Barat,Lampung
CUST007426,Bukittinggi,Sumatera Barat
CUST007427,Sibolga,Sumatera Utara
CUST007428,Pekanbaru,Riau
CUST007429,Bengkulu,Bengkulu
CUST007430,Lampung Tengah,Lampung
CUST007431,Batam,Kepulauan Riau
CUST007432,Padang,Sumatera Barat
CUST007433,Kaur,Bengkulu
CUST007434,Kerinci,Jambi
CUST007435,Kaur,Bengkulu
CUST007436,Batam,Kepulauan Riau
CUST007437,Prabumulih,Sumatera Selatan
CUST007438,Belitung,Kepulauan Bangka Belitung
CUST007439,Padangpanjang,Sumatera Barat
CUST007440,Bengkalis,Riau
CUST007441,Lampung Selatan,Lampung
CUST007442,Bengkulu Utara,Bengkulu
CUST007443,Lahat,Sumatera Selatan
CUST007444,Lampung Barat,Lampung
CUST007445,Binjai,Sumatera Utara
CUST007446,Tebing Tinggi,Sumatera Utara
CUST007447,Bungo,Jambi
CUST007448,Lampung Barat,Lampung
CUST007449,Kampar,Riau
CUST007450,Bengkulu,Bengkulu
CUST007451,Payakumbuh,Sumatera Barat
CUST007452,Musi Banyuasin,Sumatera Selatan
CUST007453,Padangsidimpuan,Sumatera Utara
CUST007454,Kaur,Bengkulu
CUST007455,Pariaman,Sumatera Barat
CUST007456,Lampung Utara,Lampung
CUST007457,Lampung Tengah,Lampung
CUST007458,Kaur,Bengkulu
CUST007459,Pekanbaru,Riau
CUST007460,Batanghari,Jambi
CUST007461,Bangka,Kepulauan Bangka Belitung
CUST007462,Bengkulu,Bengkulu
CUST007463,Belitung Timur,Kepulauan Bangka Belitung
CUST007464,Pagar Alam,Sumatera Selatan
CUST007465,Prabumulih,Sumatera Selatan
CUST007466,Kepahiang,Bengkulu
CUST007467,Lampung Selatan,Lampung
CUST007468,Bengkulu Selatan,Bengkulu
CUST007469,Lhokseumawe,Aceh
CUST007470,Lampung Timur,Lampung
CUST007471,Bengkalis,Riau
CUST007472,Lhokseumawe,Aceh
CUST007473,Lampung Selatan,Lampung
CUST007474,Indragiri Hulu,Riau
CUST007475,Sawahlunto,Sumatera Barat
CUST007476,Pelalawan,Riau
CUST007477,Sibolga,Sumatera Utara
CUST007478,Bintan,Kepulauan Riau
CUST007479,Sawahlunto,Sumatera Barat
CUST007480,Pangkalpinang,Kepulauan Bangka Belitung
CUST007481,Sabang,Aceh
CUST007482,Tebing Tinggi,Sumatera Utara
CUST007483,Pagar Alam,Sumatera Selatan
CUST007484,Pangkalpinang,Kepulauan Bangka Belitung
CUST007485,Subulussalam,Aceh
CUST007486,Bengkalis,Riau
CUST007487,Bangka,Kepulauan Bangka Belitung
CUST007488,Pariaman,Sumatera Barat
CUST007489,Bangka Selatan,Kepulauan Bangka Belitung
CUST007490,Bengkalis,Riau
CUST007491,Padangpanjang,Sumatera Barat
CUST007492,Prabumulih,Sumatera Selatan
CUST007493,Indragiri Hulu,Riau
CUST007494,Pekanbaru,Riau
CUST007495,Banda Aceh,Aceh
CUST007496,Pangkalpinang,Kepulauan Bangka Belitung
CUST007497,Bangka Selatan,Kepulauan Bangka Belitung
CUST007498,Bandar Lampung,Lampung
CUST007499,Padangpanjang,Sumatera Barat
CUST007500,Jambi,Jambi
CUST007501,Kampar,Riau
CUST007502,Pekanbaru,Riau
CUST007503,Merangin,Jambi
CUST007504,Tebing Tinggi,Sumatera Utara
CUST007505,Kaur,Bengkulu
CUST007506,Rejang Lebong,Bengkulu
CUST007507,Muaro Jambi,Jambi
CUST007508,Medan,Sumatera Utara
CUST007509,Sibolga,Sumatera Utara
CUST007510,Bengkulu,Bengkulu
CUST007511,Subulussalam,Aceh
CUST007512,Batam,Kepulauan Riau
CUST007513,Tanjungbalai,Sumatera Utara
CUST007514,Karimun,Kepulauan Riau
CUST007515,Pelalawan,Riau
CUST007516,Bintan,Kepulauan Riau
CUST007517,Prabumulih,Sumatera Selatan
CUST007518,Belitung,Kepulauan Bangka Belitung
CUST007519,Lhokseumawe,Aceh
CUST007520,Bungo,Jambi
CUST007521,Pekanbaru,Riau
CUST007522,Merangin,Jambi
CUST007523,Karimun,Kepulauan Riau
CUST007524,Bengkulu Selatan,Bengkulu
CUST007525,Bengkulu,Bengkulu
CUST007526,Indragiri Hilir,Riau
CUST007527,Bangka Barat,Kepulauan Bangka Belitung
CUST007528,Lampung Barat,Lampung
CUST007529,Bangka Tengah,Kepulauan Bangka Belitung
CUST007530,Indragiri Hilir,Riau
CUST007531,Sabang,Aceh
CUST007532,Bengkulu Selatan,Bengkulu
CUST007533,Belitung,Kepulauan Bangka Belitung
CUST007534,Pematangsiantar,Sumatera Utara
CUST007535,Indragiri Hulu,Riau
CUST007536,Sabang,Aceh
CUST007537,Indragiri Hilir,Riau
CUST007538,Prabumulih,Sumatera Selatan
CUST007539,Tanjungpinang,Kepulauan Riau
CUST007540,Batanghari,Jambi
CUST007541,Pariaman,Sumatera Barat
CUST007542,Medan,Sumatera Utara
CUST007543,Bangka,Kepulauan Bangka Belitung
CUST007544,Pelalawan,Riau
CUST007545,Lampung Tengah,Lampung
CUST007546,Pekanbaru,Riau
CUST007547,Payakumbuh,Sumatera Barat
CUST007548,Karimun,Kepulauan Riau
CUST007549,Belitung,Kepulauan Bangka Belitung
CUST007550,Batam,Kepulauan Riau
CUST007551,Sabang,Aceh
CUST007552,Bungo,Jambi
CUST007553,Merangin,Jambi
CUST007554,Ogan Komering Ilir,Sumatera Selatan
CUST007555,Padang,Sumatera Barat
CUST007556,Musi Banyuasin,Sumatera Selatan
CUST007557,Lingga,Kepulauan Riau
CUST007558,Kepahiang,Bengkulu
CUST007559,Lhokseumawe,Aceh
CUST007560,Pelalawan,Riau
CUST007561,Belitung Timur,Kepulauan Bangka Belitung
CUST007562,Lampung Tengah,Lampung
CUST007563,Lampung Barat,Lampung
CUST007564,Bengkalis,Riau
CUST007565,Lampung Timur,Lampung
CUST007566,Lampung Tengah,Lampung
CUST007567,Belitung Timur,Kepulauan Bangka Belitung
CUST007568,Medan,Sumatera Utara
CUST007569,Kaur,Bengkulu
CUST007570,Pematangsiantar,Sumatera Utara
CUST007571,Pariaman,Sumatera Barat
CUST007572,Langsa,Aceh
CUST007573,Belitung,Kepulauan Bangka Belitung
CUST007574,Binjai,Sumatera Utara
CUST007575,Indragiri Hilir,Riau
CUST007576,Medan,Sumatera Utara
CUST007577,Bengkulu Tengah,Bengkulu
CUST007578,Solok,Sumatera Barat
CUST007579,Bangka Selatan,Kepulauan Bangka Belitung
CUST007580,Solok,Sumatera Barat
CUST007581,Bangka Selatan,Kepulauan Bangka Belitung
CUST007582,Bengkulu,Bengkulu
CUST007583,Jambi,Jambi
CUST007584,Bengkulu Selatan,Bengkulu
CUST007585,Kerinci,Jambi
CUST007586,Lahat,Sumatera Selatan
CUST007587,Lahat,Sumatera Selatan
CUST007588,Bukittinggi,Sumatera Barat
CUST007589,Kerinci,Jambi
CUST007590,Pelalawan,Riau
CUST007591,Natuna,Kepulauan Riau
CUST007592,Lahat,Sumatera Selatan
CUST007593,Bintan,Kepulauan Riau
CUST007594,Lampung Selatan,Lampung
CUST007595,Bengkalis,Riau
CUST007596,Bukittinggi,Sumatera Barat
CUST007597,Belitung,Kepulauan Bangka Belitung
CUST007598,Bandar Lampung,Lampung
CUST007599,Prabumulih,Sumatera Selatan
CUST007600,Bukittinggi,Sumatera Barat
CUST007601,Bandar Lampung,Lampung
CUST007602,Lhokseumawe,Aceh
CUST007603,Dumai,Riau
CUST007604,Sibolga,Sumatera Utara
CUST007605,Lampung Barat,Lampung
CUST007606,Medan,Sumatera Utara
CUST007607,Karimun,Kepulauan Riau
CUST007608,Batam,Kepulauan Riau
CUST007609,Padangsidimpuan,Sumatera Utara
CUST007610,Bangka,Kepulauan Bangka Belitung
CUST007611,Musi Banyuasin,Sumatera Selatan
CUST007612,Langsa,Aceh
CUST007613,Batanghari,Jambi
CUST007614,Bengkulu Utara,Bengkulu
CUST007615,Batanghari,Jambi
CUST007616,Karimun,Kepulauan Riau
CUST007617,Kerinci,Jambi
CUST007618,Belitung,Kepulauan Bangka Belitung
CUST007619,Pekanbaru,Riau
CUST007620,Batam,Kepulauan Riau
CUST007621,Tanjungbalai,Sumatera Utara
CUST007622,Bengkalis,Riau
CUST007623,Padangpanjang,Sumatera Barat
CUST007624,Tanjungpinang,Kepulauan Riau
CUST007625,Pariaman,Sumatera Barat
CUST007626,Bangka Tengah,Kepulauan Bangka Belitung
CUST007627,Bengkulu Selatan,Bengkulu
CUST007628,Lingga,Kepulauan Riau
CUST007629,Bintan,Kepulauan Riau
CUST007630,Natuna,Kepulauan Riau
CUST007631,Metro,Lampung
CUST007632,Padang,Sumatera Barat
CUST007633,Dumai,Riau
CUST007634,Tebing Tinggi,Sumatera Utara
CUST007635,Batam,Kepulauan Riau
CUST007636,Bukittinggi,Sumatera Barat
CUST007637,Lampung Utara,Lampung
CUST007638,Lhokseumawe,Aceh
CUST007639,Medan,Sumatera Utara
CUST007640,Sawahlunto,Sumatera Barat
CUST007641,Lampung Selatan,Lampung
CUST007642,Lampung Barat,Lampung
CUST007643,Kerinci,Jambi
CUST007644,Binjai,Sumatera Utara
CUST007645,Bangka Selatan,Kepulauan Bangka Belitung
CUST007646,Kepahiang,Bengkulu
CUST007647,Kaur,Bengkulu
CUST007648,Lampung Barat,Lampung
CUST007649,Muaro Jambi,Jambi
CUST007650,Bangka Barat,Kepulauan Bangka Belitung
CUST007651,Pangkalpinang,Kepulauan Bangka Belitung
CUST007652,Batam,Kepulauan Riau
CUST007653,Solok,Sumatera Barat
CUST007654,Merangin,Jambi
CUST007655,Pariaman,Sumatera Barat
CUST007656,Bengkulu Utara,Bengkulu
CUST007657,Lampung Selatan,Lampung
CUST007658,Merangin,Jambi
CUST007659,Sibolga,Sumatera Utara
CUST007660,Kaur,Bengkulu
CUST007661,Lubuklinggau,Sumatera Selatan
CUST007662,Lhokseumawe,Aceh
CUST007663,Lampung Utara,Lampung
CUST007664,Musi Banyuasin,Sumatera Selatan
CUST007665,Rejang Lebong,Bengkulu
CUST007666,Lingga,Kepulauan Riau
CUST007667,Indragiri Hilir,Riau
CUST007668,Lubuklinggau,Sumatera Selatan
CUST007669,Langsa,Aceh
CUST007670,Lampung Barat,Lampung
CUST007671,Bangka,Kepulauan Bangka Belitung
CUST007672,Subulussalam,Aceh
CUST007673,Batanghari,Jambi
CUST007674,Padangsidimpuan,Sumatera Utara
CUST007675,Kerinci,Jambi
CUST007676,Subulussalam,Aceh
CUST007677,Jambi,Jambi
CUST007678,Merangin,Jambi
CUST007679,Lampung Selatan,Lampung
CUST007680,Lhokseumawe,Aceh
CUST007681,Merangin,Jambi
CUST007682,Subulussalam,Aceh
CUST007683,Sabang,Aceh
CUST007684,Natuna,Kepulauan Riau
CUST007685,Lampung Selatan,Lampung
CUST007686,Payakumbuh,Sumatera Barat
CUST007687,Belitung Timur,Kepulauan Bangka Belitung
CUST007688,Medan,Sumatera Utara
CUST007689,Palembang,Sumatera Selatan
CUST007690,Natuna,Kepulauan Riau
CUST007691,Solok,Sumatera Barat
CUST007692,Pariaman,Sumatera Barat
CUST007693,Padang,Sumatera Barat
CUST007694,Kepahiang,Bengkulu
CUST007695,Medan,Sumatera Utara
CUST007696,Lampung Timur,Lampung
CUST007697,Lhokseumawe,Aceh
CUST007698,Tebing Tinggi,Sumatera Utara
CUST007699,Bangka Barat,Kepulauan Bangka Belitung
CUST007700,Kampar,Riau
CUST007701,Natuna,Kepulauan Riau
CUST007702,Lhokseumawe,Aceh
CUST007703,Musi Banyuasin,Sumatera Selatan
CUST007704,Sawahlunto,Sumatera Barat
CUST007705,Lahat,Sumatera Selatan
CUST007706,Sabang,Aceh
CUST007707,Kepahiang,Bengkulu
CUST007708,Banda Aceh,Aceh
CUST007709,Pelalawan,Riau
CUST007710,Bangka,Kepulauan Bangka Belitung
CUST007711,Jambi,Jambi
CUST007712,Payakumbuh,Sumatera Barat
CUST007713,Lhokseumawe,Aceh
CUST007714,Batam,Kepulauan Riau
CUST007715,Bangka Selatan,Kepulauan Bangka Belitung
CUST007716,Solok,Sumatera Barat
CUST007717,Lhokseumawe,Aceh
CUST007718,Kerinci,Jambi
CUST007719,Palembang,Sumatera Selatan
CUST007720,Prabumulih,Sumatera Selatan
CUST007721,Natuna,Kepulauan Riau
CUST007722,Sibolga,Sumatera Utara
CUST007723,Bandar Lampung,Lampung
CUST007724,Medan,Sumatera Utara
CUST007725,Solok,Sumatera Barat
CUST007726,Binjai,Sumatera Utara
CUST007727,Lahat,Sumatera Selatan
CUST007728,Langsa,Aceh
CUST007729,Langsa,Aceh
CUST007730,Prabumulih,Sumatera Selatan
CUST007731,Tanjungbalai,Sumatera Utara
CUST007732,Bengkalis,Riau
CUST007733,Kampar,Riau
CUST007734,Padangpanjang,Sumatera Barat
CUST007735,Sabang,Aceh
CUST007736,Sungai Penuh,Jambi
CUST007737,Sungai Penuh,Jambi
CUST007738,Bintan,Kepulauan Riau
CUST007739,Rejang Lebong,Bengkulu
CUST007740,Bengkalis,Riau
CUST007741,Dumai,Riau
CUST007742,Batanghari,Jambi
CUST007743,Lampung Barat,Lampung
CUST007744,Pematangsiantar,Sumatera Utara
CUST007745,Lahat,Sumatera Selatan
CUST007746,Pagar Alam,Sumatera Selatan
CUST007747,Bangka Selatan,Kepulauan Bangka Belitung
CUST007748,Padang,Sumatera Barat
CUST007749,Karimun,Kepulauan Riau
CUST007750,Sawahlunto,Sumatera Barat
CUST007751,Batam,Kepulauan Riau
CUST007752,Bengkulu Selatan,Bengkulu
CUST007753,Sungai Penuh,Jambi
CUST007754,Musi Banyuasin,Sumatera Selatan
CUST007755,Bangka Tengah,Kepulauan Bangka Belitung
CUST007756,Jambi,Jambi
CUST007757,Belitung Timur,Kepulauan Bangka Belitung
CUST007758,Bengkalis,Riau
CUST007759,Indragiri Hilir,Riau
CUST007760,Jambi,Jambi
CUST007761,Sibolga,Sumatera Utara
CUST007762,Payakumbuh,Sumatera Barat
CUST007763,Payakumbuh,Sumatera Barat
CUST007764,Bintan,Kepulauan Riau
CUST007765,Lahat,Sumatera Selatan
CUST007766,Kaur,Bengkulu
CUST007767,Tanjungpinang,Kepulauan Riau
CUST007768,Musi Banyuasin,Sumatera Selatan
CUST007769,Tanjungbalai,Sumatera Utara
CUST007770,Ogan Komering Ilir,Sumatera Selatan
CUST007771,Langsa,Aceh
CUST007772,Bengkulu Tengah,Bengkulu
CUST007773,Pagar Alam,Sumatera Selatan
CUST007774,Binjai,Sumatera Utara
CUST007775,Pagar Alam,Sumatera Selatan
CUST007776,Payakumbuh,Sumatera Barat
CUST007777,Bangka,Kepulauan Bangka Belitung
CUST007778,Sabang,Aceh
CUST007779,Karimun,Kepulauan Riau
CUST007780,Lingga,Kepulauan Riau
CUST007781,Kaur,Bengkulu
CUST007782,Bengkulu Tengah,Bengkulu
CUST007783,Bengkalis,Riau
CUST007784,Lahat,Sumatera Selatan
CUST007785,Prabumulih,Sumatera Selatan
CUST007786,Bengkulu Selatan,Bengkulu
CUST007787,Langsa,Aceh
CUST007788,Pangkalpinang,Kepulauan Bangka Belitung
CUST007789,Bengkulu Tengah,Bengkulu
CUST007790,Kerinci,Jambi
CUST007791,Bengkulu Utara,Bengkulu
CUST007792,Langsa,Aceh
CUST007793,Bangka,Kepulauan Bangka Belitung
CUST007794,Kerinci,Jambi
CUST007795,Bangka,Kepulauan Bangka Belitung
CUST007796,Batam,Kepulauan Riau
CUST007797,Solok,Sumatera Barat
CUST007798,Ogan Komering Ilir,Sumatera Selatan
CUST007799,Banda Aceh,Aceh
CUST007800,Muaro Jambi,Jambi
CUST007801,Pariaman,Sumatera Barat
CUST007802,Prabumulih,Sumatera Selatan
CUST007803,Rejang Lebong,Bengkulu
CUST007804,Bandar Lampung,Lampung
CUST007805,Bukittinggi,Sumatera Barat
CUST007806,Padangpanjang,Sumatera Barat
CUST007807,Jambi,Jambi
CUST007808,Bukittinggi,Sumatera Barat
CUST007809,Indragiri Hilir,Riau
CUST007810,Tanjungbalai,Sumatera Utara
CUST007811,Dumai,Riau
CUST007812,Belitung Timur,Kepulauan Bangka Belitung
CUST007813,Palembang,Sumatera Selatan
CUST007814,Metro,Lampung
CUST007815,Palembang,Sumatera Selatan
CUST007816,Lampung Tengah,Lampung
CUST007817,Kaur,Bengkulu
CUST007818,Indragiri Hilir,Riau
CUST007819,Kepahiang,Bengkulu
CUST007820,Lampung Timur,Lampung
CUST007821,Pelalawan,Riau
CUST007822,Pematangsiantar,Sumatera Utara
CUST007823,Padangpanjang,Sumatera Barat
CUST007824,Payakumbuh,Sumatera Barat
CUST007825,Pagar Alam,Sumatera Selatan
CUST007826,Bengkulu Utara,Bengkulu
CUST007827,Bengkulu Utara,Bengkulu
CUST007828,Padangsidimpuan,Sumatera Utara
CUST007829,Lampung Timur,Lampung
CUST007830,Tanjungpinang,Kepulauan Riau
CUST007831,Indragiri Hulu,Riau
CUST007832,Pariaman,Sumatera Barat
CUST007833,Bengkalis,Riau
CUST007834,Pagar Alam,Sumatera Selatan
CUST007835,Belitung Timur,Kepulauan Bangka Belitung
CUST007836,Subulussalam,Aceh
CUST007837,Karimun,Kepulauan Riau
CUST007838,Tanjungbalai,Sumatera Utara
CUST007839,Dumai,Riau
CUST007840,Metro,Lampung
CUST007841,Langsa,Aceh
CUST007842,Bungo,Jambi
CUST007843,Padangsidimpuan,Sumatera Utara
CUST007844,Kaur,Bengkulu
CUST007845,Payakumbuh,Sumatera Barat
CUST007846,Padangpanjang,Sumatera Barat
CUST007847,Bungo,Jambi
CUST007848,Bandar Lampung,Lampung
CUST007849,Bungo,Jambi
CUST007850,Bukittinggi,Sumatera Barat
CUST007851,Kaur,Bengkulu
CUST007852,Belitung Timur,Kepulauan Bangka Belitung
CUST007853,Pematangsiantar,Sumatera Utara
CUST007854,Padangsidimpuan,Sumatera Utara
CUST007855,Tanjungbalai,Sumatera Utara
CUST007856,Kepahiang,Bengkulu
CUST007857,Langsa,Aceh
CUST007858,Lubuklinggau,Sumatera Selatan
CUST007859,Lingga,Kepulauan Riau
CUST007860,Kaur,Bengkulu
CUST007861,Bandar Lampung,Lampung
CUST007862,Lampung Timur,Lampung
CUST007863,Bengkulu Tengah,Bengkulu
CUST007864,Lhokseumawe,Aceh
CUST007865,Bengkulu Selatan,Bengkulu
CUST007866,Sibolga,Sumatera Utara
CUST007867,Lampung Tengah,Lampung
CUST007868,Ogan Komering Ilir,Sumatera Selatan
CUST007869,Lampung Timur,Lampung
CUST007870,Ogan Komering Ilir,Sumatera Selatan
CUST007871,Bangka Barat,Kepulauan Bangka Belitung
CUST007872,Tebing Tinggi,Sumatera Utara
CUST007873,Payakumbuh,Sumatera Barat
CUST007874,Belitung Timur,Kepulauan Bangka Belitung
CUST007875,Kepahiang,Bengkulu
CUST007876,Binjai,Sumatera Utara
CUST007877,Lhokseumawe,Aceh
CUST007878,Bintan,Kepulauan Riau
CUST007879,Indragiri Hulu,Riau
CUST007880,Natuna,Kepulauan Riau
CUST007881,Lampung Selatan,Lampung
CUST007882,Sabang,Aceh
CUST007883,Jambi,Jambi
CUST007884,Tebing Tinggi,Sumatera Utara
CUST007885,Lampung Selatan,Lampung
CUST007886,Palembang,Sumatera Selatan
CUST007887,Natuna,Kepulauan Riau
CUST007888,Pagar Alam,Sumatera Selatan
CUST007889,Bengkulu Selatan,Bengkulu
CUST007890,Muaro Jambi,Jambi
CUST007891,Subulussalam,Aceh
CUST007892,Sungai Penuh,Jambi
CUST007893,Batanghari,Jambi
CUST007894,Bengkulu,Bengkulu
CUST007895,Lampung Barat,Lampung
CUST007896,Merangin,Jambi
CUST007897,Subulussalam,Aceh
CUST007898,Padangsidimpuan,Sumatera Utara
CUST007899,Subulussalam,Aceh
CUST007900,Rejang Lebong,Bengkulu
CUST007901,Padang,Sumatera Barat
CUST007902,Pangkalpinang,Kepulauan Bangka Belitung
CUST007903,Solok,Sumatera Barat
CUST007904,Solok,Sumatera Barat
CUST007905,Lampung Selatan,Lampung
CUST007906,Batanghari,Jambi
CUST007907,Lampung Timur,Lampung
CUST007908,Batam,Kepulauan Riau
CUST007909,Bangka Tengah,Kepulauan Bangka Belitung
CUST007910,Bandar Lampung,Lampung
CUST007911,Padangsidimpuan,Sumatera Utara
CUST007912,Palembang,Sumatera Selatan
CUST007913,Sawahlunto,Sumatera Barat
CUST007914,Pematangsiantar,Sumatera Utara
CUST007915,Belitung,Kepulauan Bangka Belitung
CUST007916,Padangsidimpuan,Sumatera Utara
CUST007917,Bungo,Jambi
CUST007918,Bengkulu,Bengkulu
CUST007919,Solok,Sumatera Barat
CUST007920,Merangin,Jambi
CUST007921,Tebing Tinggi,Sumatera Utara
CUST007922,Bengkulu,Bengkulu
CUST007923,Indragiri Hulu,Riau
CUST007924,Batanghari,Jambi
CUST007925,Lingga,Kepulauan Riau
CUST007926,Belitung Timur,Kepulauan Bangka Belitung
CUST007927,Kampar,Riau
CUST007928,Lhokseumawe,Aceh
CUST007929,Karimun,Kepulauan Riau
CUST007930,Pelalawan,Riau
CUST007931,Bengkulu Selatan,Bengkulu
CUST007932,Padangpanjang,Sumatera Barat
CUST007933,Belitung,Kepulauan Bangka Belitung
CUST007934,Subulussalam,Aceh
CUST007935,Rejang Lebong,Bengkulu
CUST007936,Batanghari,Jambi
CUST007937,Sabang,Aceh
CUST007938,Pekanbaru,Riau
CUST007939,Kaur,Bengkulu
CUST007940,Padangpanjang,Sumatera Barat
CUST007941,Bungo,Jambi
CUST007942,Natuna,Kepulauan Riau
CUST007943,Palembang,Sumatera Selatan
CUST007944,Dumai,Riau
CUST007945,Lhokseumawe,Aceh
CUST007946,Pekanbaru,Riau
CUST007947,Bintan,Kepulauan Riau
CUST007948,Karimun,Kepulauan Riau
CUST007949,Karimun,Kepulauan Riau
CUST007950,Bintan,Kepulauan Riau
CUST007951,Bangka Selatan,Kepulauan Bangka Belitung
CUST007952,Lampung Tengah,Lampung
CUST007953,Lhokseumawe,Aceh
CUST007954,Pagar Alam,Sumatera Selatan
CUST007955,Ogan Komering Ilir,Sumatera Selatan
CUST007956,Metro,Lampung
CUST007957,Lampung Utara,Lampung
CUST007958,Metro,Lampung
CUST007959,Belitung,Kepulauan Bangka Belitung
CUST007960,Solok,Sumatera Barat
CUST007961,Bengkulu Selatan,Bengkulu
CUST007962,Bengkulu,Bengkulu
CUST007963,Tanjungpinang,Kepulauan Riau
CUST007964,Lampung Tengah,Lampung
CUST007965,Palembang,Sumatera Selatan
CUST007966,Kampar,Riau
CUST007967,Bangka Barat,Kepulauan Bangka Belitung
CUST007968,Batanghari,Jambi
CUST007969,Prabumulih,Sumatera Selatan
CUST007970,Bandar Lampung,Lampung
CUST007971,Sawahlunto,Sumatera Barat
CUST007972,Batam,Kepulauan Riau
CUST007973,Bintan,Kepulauan Riau
CUST007974,Karimun,Kepulauan Riau
CUST007975,Kepahiang,Bengkulu
CUST007976,Lhokseumawe,Aceh
CUST007977,Belitung,Kepulauan Bangka Belitung
